495,1339,1619526819355
496,1338,1619526819399
497,1338,1619526819435
498,1338,1619526819453
500,1338,1619526819468
502,1338,1619526819487
504,1338,1619526819502
505,1335,1619526819519
514,1318,1619526819736
521,1306,1619526819751
540,1266,1619526819768
583,1155,1619526819787
608,1083,1619526819800
621,1041,1619526819821
636,996,1619526819836
644,976,1619526819851
652,955,1619526819869
652,946,1619526820069
649,926,1619526820086
644,905,1619526820102
637,874,1619526820120
630,832,1619526820134
623,792,1619526820152
618,754,1619526820168
615,722,1619526820184
612,695,1619526820203
612,684,1619526820219
612,672,1619526820236
612,666,1619526820253
612,663,1619526820270
612,662,1619526820436
605,642,1619526820453
588,607,1619526820469
555,538,1619526820484
518,455,1619526820504
493,386,1619526820518
489,363,1619526820536
480,328,1619526820554
478,312,1619526820569
476,300,1619526820586
476,294,1619526820604
476,293,1619526820618
476,292,1619526820636
475,292,1619526820654
475,295,1619526820886
477,306,1619526820904
484,322,1619526820920
494,345,1619526820935
511,372,1619526820952
523,386,1619526820969
546,405,1619526820987
561,412,1619526821001
586,419,1619526821019
599,423,1619526821036
614,428,1619526821054
626,434,1619526821070
632,437,1619526821086
637,442,1619526821103
640,446,1619526821119
642,451,1619526821136
643,457,1619526821151
642,465,1619526821167
629,482,1619526821184
621,489,1619526821202
603,502,1619526821219
584,512,1619526821236
569,517,1619526821251
552,521,1619526821269
532,523,1619526821285
521,523,1619526821303
513,519,1619526821319
505,511,1619526821337
493,496,1619526821352
484,482,1619526821369
477,470,1619526821384
471,457,1619526821403
466,447,1619526821419
464,444,1619526821436
464,446,1619526821619
461,449,1619526821636
458,451,1619526821653
452,456,1619526821669
443,462,1619526821686
433,468,1619526821701
420,474,1619526821720
411,476,1619526821736
407,476,1619526821752
400,476,1619526821769
400,477,1619526821969
400,478,1619526821987
400,479,1619526822002
402,479,1619526822019
410,477,1619526822037
414,475,1619526822051
437,466,1619526822069
457,462,1619526822085
472,459,1619526822102
490,457,1619526822120
490,456,1619526822303
494,432,1619526822319
507,405,1619526822336
536,359,1619526822351
594,291,1619526822370
713,202,1619526822389
734,193,1619526822402
813,163,1619526822420
864,153,1619526822436
920,149,1619526822453
934,149,1619526822469
951,149,1619526822653
977,154,1619526822670
1045,170,1619526822687
1103,186,1619526822704
1154,196,1619526822720
1189,203,1619526822734
1208,205,1619526822752
1227,205,1619526822770
1234,205,1619526822901
1259,199,1619526822920
1316,188,1619526822936
1387,173,1619526822953
1472,153,1619526822968
1493,146,1619526822986
1520,133,1619526823003
1521,133,1619526823134
1525,133,1619526823152
1528,133,1619526823171
1531,133,1619526823186
1537,133,1619526823202
1552,133,1619526823219
1562,133,1619526823236
1576,137,1619526823251
1589,142,1619526823268
1595,145,1619526823286
1599,147,1619526823303
1600,147,1619526823319
1594,141,1619526823335
1594,147,1619526823469
1592,165,1619526823486
1580,209,1619526823503
1573,232,1619526823517
1533,306,1619526823535
1499,352,1619526823551
1475,377,1619526823571
1454,395,1619526823587
1432,410,1619526823604
1418,416,1619526823622
1407,416,1619526823635
1400,413,1619526823653
1398,407,1619526823668
1393,411,1619526823869
1380,419,1619526823887
1354,432,1619526823904
1308,451,1619526823920
1256,469,1619526823937
1218,482,1619526823953
1192,489,1619526823969
1176,493,1619526823986
1169,495,1619526824002
1160,491,1619526824020
1160,481,1619526824036
1152,491,1619526824219
1130,510,1619526824238
1066,562,1619526824252
997,613,1619526824270
945,645,1619526824286
902,670,1619526824303
873,686,1619526824318
851,695,1619526824336
845,696,1619526824352
837,694,1619526824369
836,696,1619526824552
825,718,1619526824569
810,747,1619526824586
787,796,1619526824602
771,834,1619526824620
754,876,1619526824636
746,902,1619526824655
740,925,1619526824670
737,936,1619526824686
736,944,1619526824703
736,946,1619526824720
736,948,1619526824870
739,960,1619526824886
745,979,1619526824903
754,1001,1619526824920
769,1034,1619526824937
784,1065,1619526824952
792,1085,1619526824969
797,1097,1619526824986
799,1108,1619526825001
798,1108,1619526825020
805,1120,1619526825153
818,1136,1619526825169
830,1149,1619526825187
842,1162,1619526825201
859,1181,1619526825219
874,1199,1619526825237
888,1217,1619526825253
894,1224,1619526825270
897,1229,1619526825284
897,1230,1619526825302
902,1231,1619526825419
917,1237,1619526825436
922,1239,1619526825452
929,1241,1619526825468
938,1244,1619526825486
942,1245,1619526825503
944,1245,1619526825520
944,1244,1619526825535
945,1244,1619526825687
953,1245,1619526825703
968,1249,1619526825720
979,1252,1619526825736
994,1258,1619526825755
1007,1264,1619526825770
1021,1270,1619526825786
1028,1274,1619526825803
1033,1277,1619526825819
1036,1278,1619526825836
1037,1279,1619526825853
1038,1280,1619526825870
1038,1279,1619526825953
1026,1291,1619526826186
980,1329,1619526826202
946,1353,1619526826217
804,1459,1619526826236
730,1513,1619526826253
650,1574,1619526826268
612,1605,1619526826285
590,1624,1619526826302
579,1635,1619526826318
571,1644,1619526826339
570,1645,1619526826352
569,1647,1619526826554
561,1657,1619526826570
550,1669,1619526826587
530,1688,1619526826603
502,1713,1619526826619
473,1738,1619526826637
461,1746,1619526826652
452,1753,1619526826670
447,1756,1619526826685
446,1756,1619526826702
446,1759,1619526826952
446,1761,1619526826970
447,1764,1619526826986
448,1766,1619526827002
448,1768,1619526827020
448,1769,1619526827035
448,1770,1619526827051
448,1771,1619526827071
445,1771,1619526827104
444,1771,1619526827986
441,1772,1619526831704
438,1774,1619526831719
429,1778,1619526831737
424,1781,1619526831753
419,1783,1619526831771
415,1785,1619526831786
412,1787,1619526831803
410,1788,1619526831818
408,1790,1619526831836
406,1791,1619526831853
404,1792,1619526831885
404,1793,1619526831903
403,1793,1619526831937
403,1794,1619526831953
403,1795,1619526832002
402,1795,1619526832020
402,1794,1619526832086
402,1795,1619526832585
402,1796,1619526832605
402,1798,1619526832618
402,1799,1619526832636
401,1801,1619526832654
401,1802,1619526832670
401,1804,1619526832685
401,1806,1619526832704
400,1809,1619526832721
400,1810,1619526832736
400,1811,1619526832753
400,1812,1619526832771
400,1813,1619526832787
399,1813,1619526832852
399,1814,1619526833254
399,1815,1619526833269
399,1817,1619526833286
400,1819,1619526833304
400,1820,1619526833319
401,1821,1619526833336
401,1822,1619526833353
401,1823,1619526833370
402,1825,1619526833386
402,1826,1619526833402
403,1828,1619526833437
403,1830,1619526833487
403,1831,1619526833520
403,1832,1619526833537
404,1832,1619526833553
404,1826,1619526833837
414,1804,1619526833853
437,1759,1619526833870
468,1700,1619526833885
508,1638,1619526833902
535,1601,1619526833919
564,1564,1619526833936
578,1546,1619526833955
586,1535,1619526833968
592,1523,1619526833988
594,1520,1619526834154
603,1505,1619526834169
644,1445,1619526834187
737,1331,1619526834203
854,1222,1619526834221
954,1150,1619526834237
1083,1075,1619526834253
1161,1040,1619526834269
1220,1020,1619526834285
1259,1010,1619526834303
1276,1005,1619526834318
1281,1004,1619526834339
1282,1006,1619526834555
1280,1012,1619526834587
1237,1106,1619526834604
1196,1165,1619526834621
1162,1201,1619526834636
1135,1224,1619526834652
1108,1242,1619526834669
1099,1245,1619526834687
1091,1247,1619526834702
1083,1247,1619526834719
1081,1237,1619526834735
1081,1236,1619526834920
